order_id,customer_id,order_date,status
676,43,2023-07-13,completed
677,2,2023-07-04,returned
678,140,2023-07-09,shipped
679,100,2023-10-14,placed
680,149,2023-08-15,returned
681,242,2023-07-24,returned
682,295,2023-09-09,return_pending
683,293,2023-08-14,return_pending
684,130,2023-07-01,returned
685,364,2023-10-12,placed
686,191,2023-08-23,placed
687,32,2023-08-06,returned
688,447,2023-07-08,return_pending
689,143,2023-07-09,returned
690,275,2023-08-19,return_pending
691,294,2023-09-03,shipped
692,103,2023-08-26,shipped
693,179,2023-09-05,completed
694,162,2023-08-17,completed
695,40,2023-07-06,returned
696,273,2023-08-25,placed
697,119,2023-07-24,completed
698,311,2023-10-02,returned
699,23,2023-08-08,placed
700,457,2023-07-06,returned
701,334,2023-10-03,completed
702,364,2023-09-16,returned
703,5,2023-09-12,completed
704,115,2023-09-05,completed
705,66,2023-07-25,return_pending
706,214,2023-09-11,completed
707,87,2023-07-30,completed
708,288,2023-07-02,completed
709,20,2023-09-26,shipped
710,275,2023-10-04,shipped
711,443,2023-09-21,completed
712,30,2023-09-24,returned
713,149,2023-10-08,shipped
714,461,2023-08-28,return_pending
715,143,2023-07-26,completed
716,327,2023-08-26,shipped
717,442,2023-09-28,placed
718,147,2023-07-23,returned
719,125,2023-10-07,placed
720,104,2023-07-07,placed
721,441,2023-07-04,return_pending
722,443,2023-09-19,return_pending
723,450,2023-10-12,placed
724,297,2023-07-12,shipped
725,336,2023-07-04,return_pending
726,34,2023-08-22,shipped
727,358,2023-09-25,return_pending
728,20,2023-08-12,returned
729,196,2023-08-05,completed
730,316,2023-07-16,returned
731,212,2023-07-30,placed
732,469,2023-10-01,completed
733,304,2023-07-11,shipped
734,487,2023-07-13,return_pending
735,270,2023-07-06,return_pending
736,98,2023-08-03,returned
737,480,2023-10-03,return_pending
738,98,2023-10-04,return_pending
739,75,2023-09-14,return_pending
740,150,2023-10-13,shipped
741,325,2023-10-08,return_pending
742,73,2023-08-15,completed
743,279,2023-08-21,shipped
744,120,2023-09-27,returned
745,342,2023-07-10,return_pending
746,69,2023-07-30,shipped
747,284,2023-07-05,shipped
748,6,2023-09-25,placed
749,454,2023-08-22,return_pending
750,490,2023-08-25,completed
751,29,2023-09-04,completed
752,73,2023-10-16,return_pending
753,115,2023-09-15,returned
754,79,2023-08-20,shipped
755,98,2023-09-19,return_pending
756,352,2023-09-12,placed
757,109,2023-07-11,completed
758,194,2023-09-04,return_pending
759,398,2023-09-27,placed
760,330,2023-07-17,placed
761,206,2023-07-07,completed
762,303,2023-10-05,returned
763,48,2023-08-22,shipped
764,230,2023-07-21,return_pending
765,151,2023-08-20,placed
766,478,2023-08-05,returned
767,27,2023-07-09,completed
768,447,2023-09-28,completed
769,281,2023-09-08,completed
770,194,2023-09-05,completed
771,428,2023-10-06,return_pending
772,183,2023-08-24,completed
773,480,2023-07-02,placed
774,394,2023-07-10,return_pending
775,203,2023-09-21,placed
776,46,2023-07-10,returned
777,168,2023-09-07,shipped
778,279,2023-07-24,placed
779,315,2023-09-19,placed
780,104,2023-07-21,placed
781,95,2023-08-11,returned
782,243,2023-10-13,placed
783,368,2023-08-06,return_pending
784,383,2023-09-05,returned
785,50,2023-08-30,completed
786,57,2023-09-06,returned
787,494,2023-09-08,placed
788,193,2023-07-04,shipped
789,369,2023-09-09,returned
790,174,2023-10-07,placed
791,47,2023-07-19,placed
792,55,2023-07-22,returned
793,187,2023-07-19,completed
794,216,2023-07-25,completed
795,415,2023-07-06,placed
796,407,2023-07-09,return_pending
797,500,2023-09-22,completed
798,151,2023-08-18,placed
799,17,2023-07-22,placed
800,24,2023-07-14,shipped
801,432,2023-07-11,completed
802,306,2023-10-12,return_pending
803,293,2023-10-07,completed
804,443,2023-10-10,completed
805,261,2023-09-05,shipped
806,352,2023-08-21,placed
807,360,2023-09-28,return_pending
808,215,2023-08-04,shipped
809,402,2023-07-12,shipped
810,418,2023-07-02,return_pending
811,120,2023-09-16,returned
812,49,2023-08-09,completed
813,489,2023-07-07,completed
814,455,2023-07-17,shipped
815,133,2023-08-26,shipped
816,30,2023-08-06,placed
817,44,2023-07-19,returned
818,86,2023-08-10,returned
819,205,2023-07-08,placed
820,179,2023-07-01,shipped
821,69,2023-09-01,return_pending
822,218,2023-09-11,return_pending
823,321,2023-09-06,return_pending
824,239,2023-08-05,placed
825,187,2023-10-05,placed
826,185,2023-10-10,completed
827,274,2023-09-27,completed
828,447,2023-08-10,returned
829,121,2023-09-05,completed
830,333,2023-09-20,placed
831,464,2023-07-27,return_pending
832,110,2023-08-29,completed
833,27,2023-07-16,return_pending
834,354,2023-07-10,return_pending
835,297,2023-08-20,return_pending
836,358,2023-07-30,completed
837,416,2023-10-01,returned
838,161,2023-08-16,shipped
839,168,2023-08-26,returned
840,42,2023-10-13,shipped
841,288,2023-08-14,completed
842,258,2023-09-23,return_pending
843,343,2023-07-21,shipped
844,87,2023-07-05,completed
845,361,2023-09-08,return_pending
846,398,2023-09-20,return_pending
847,53,2023-10-03,placed
848,162,2023-08-22,return_pending
849,381,2023-09-08,shipped
850,77,2023-07-29,placed
851,466,2023-07-07,completed
852,96,2023-08-10,placed
853,275,2023-08-26,return_pending
854,434,2023-09-10,shipped
855,474,2023-08-05,completed
856,403,2023-07-16,shipped
857,401,2023-07-23,return_pending
858,291,2023-08-17,placed
859,69,2023-09-08,shipped
860,440,2023-07-23,placed
861,493,2023-07-27,completed
862,46,2023-10-09,shipped
863,486,2023-08-11,shipped
864,295,2023-07-05,completed
865,429,2023-10-01,return_pending
866,393,2023-08-09,shipped
867,457,2023-10-16,return_pending
868,457,2023-09-14,returned
869,349,2023-07-21,returned
870,486,2023-08-20,shipped
871,288,2023-10-12,returned
872,398,2023-07-28,shipped
873,366,2023-10-08,returned
874,401,2023-10-12,shipped
875,386,2023-07-12,completed
876,305,2023-10-11,completed
877,349,2023-08-17,shipped
878,244,2023-07-31,return_pending
879,249,2023-07-12,returned
880,12,2023-08-16,completed
881,67,2023-07-18,shipped
882,475,2023-07-29,returned
883,342,2023-10-09,returned
884,10,2023-10-12,completed
885,258,2023-08-03,shipped
886,219,2023-10-05,returned
887,226,2023-08-15,completed
888,135,2023-08-15,returned
889,430,2023-07-26,shipped
890,198,2023-08-05,shipped
891,88,2023-09-17,completed
892,104,2023-07-07,returned
893,58,2023-08-21,completed
894,289,2023-09-29,completed
895,269,2023-09-05,return_pending
896,225,2023-07-14,return_pending
897,230,2023-07-08,completed
898,498,2023-08-02,placed
899,144,2023-07-01,placed
900,324,2023-09-09,returned
901,173,2023-10-15,placed
902,344,2023-08-19,placed
903,490,2023-09-05,return_pending
904,156,2023-07-12,completed
905,222,2023-08-08,completed
906,479,2023-08-26,completed
907,457,2023-09-25,shipped
908,168,2023-09-09,returned
909,60,2023-09-27,return_pending
910,323,2023-09-01,return_pending
911,321,2023-09-23,return_pending
912,290,2023-10-11,return_pending
913,417,2023-09-15,completed
914,445,2023-08-30,placed
915,436,2023-07-31,return_pending
916,54,2023-08-01,completed
917,14,2023-09-07,shipped
918,297,2023-09-07,shipped
919,407,2023-08-03,shipped
920,325,2023-10-02,placed
921,378,2023-07-22,shipped
922,374,2023-08-25,completed
923,200,2023-09-10,return_pending
924,146,2023-09-28,return_pending
925,429,2023-10-06,return_pending
926,64,2023-07-02,completed
927,174,2023-08-30,shipped
928,14,2023-10-13,completed
929,378,2023-08-20,completed
930,171,2023-09-18,shipped
931,497,2023-09-24,placed
932,390,2023-08-05,placed
933,101,2023-10-12,shipped
934,95,2023-08-09,shipped
935,263,2023-08-09,placed
936,45,2023-07-09,return_pending
937,266,2023-08-23,returned
938,250,2023-08-23,shipped
939,413,2023-07-11,returned
940,85,2023-10-15,placed
941,165,2023-09-03,return_pending
942,66,2023-07-17,completed
943,472,2023-09-18,shipped
944,278,2023-08-30,placed
945,118,2023-08-03,shipped
946,75,2023-10-02,completed
947,229,2023-10-16,return_pending
948,320,2023-07-20,returned
949,477,2023-08-09,placed
950,411,2023-07-09,returned
951,447,2023-07-09,shipped
952,121,2023-07-03,shipped
953,140,2023-09-10,returned
954,407,2023-09-23,returned
955,33,2023-09-12,placed
956,331,2023-09-07,return_pending
